"association","From Connection","To Connection","From Object","To Object"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_gsr_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_gsr_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_ind_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_ind_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_ind_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_ind_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_le_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_le_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_le_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_le_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_le_intercompany_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_le_intercompany_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_le_intercompany_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_le_intercompany_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_lob_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_lob_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_lob_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_lob_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_por_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_por_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_por_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_por_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_uw_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_uw_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_uw_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_uw_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/party_broker_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_broker_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/party_broker_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_broker_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/party_insured_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_insured_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/party_insured_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_insured_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/party_insurer_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_insurer_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/party_insurer_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_insurer_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/plcy_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/plcy_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_grp_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_grp_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_grp_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_grp_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_nbr","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_nbr_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_nbr_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_nbr_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_nbr_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/plcy_endr_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_endr_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/plcy_endr_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_endr_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/product_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/product_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/product_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/product_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/prog_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/prog_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/prog_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/prog_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_facth_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_facth_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/risk_loc_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/risk_loc_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/risk_loc_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/risk_loc_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/rpl_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/rpl_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/rpl_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/rpl_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/s2_prod_line_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/s2_prod_line_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/s2_prod_line_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/s2_prod_line_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/src_sys_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/src_sys_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ssr_bus_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ssr_bus_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ssr_bus_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ssr_bus_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/trans_bus_type_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_bus_type_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/trans_ent_type_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_ent_type_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/trans_fin_type_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_fin_type_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/trans_fin_type_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_fin_type_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/trans_jrnl_type_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_jrnl_type_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/trans_origin_type_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_origin_type_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_facth_sz_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_facth_sz_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/aircraft_type_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/aircraft_type_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/aircraft_type_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/aircraft_type_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/curr_funct_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/curr_funct_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/curr_funct_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/curr_funct_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_bus_class_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_bus_class_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_bus_class_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_bus_class_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_bus_subclass_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_bus_subclass_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_bus_subclass_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_bus_subclass_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/risk_assmt_questn_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/risk_assmt_questn_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/risk_assmt_questn_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/risk_assmt_questn_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/risk_cvrg_dtl_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/risk_cvrg_dtl_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/risk_cvrg_dtl_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/risk_cvrg_dtl_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_src_trans_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_src_trans_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/dw_batch_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/dw_batch_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/dw_create_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/dw_create_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/dw_last_update_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/dw_last_update_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/dw_row_end_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/dw_row_end_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/src_sys_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/src_sys_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/dw_row_active_ind","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/dw_row_active_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/l_plcy_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/l_plcy_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_nbr","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_eff_dt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_eff_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_expr_dt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_expr_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_uw_status_cd","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_uw_status_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_uw_status_descr","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_uw_status_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_uw_status_dt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_uw_status_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_s2_status_cd","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_s2_status_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_s2_status_descr","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_s2_status_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_s2_status_dt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_s2_status_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_cancelled_dt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_cancelled_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_expired_dt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_expired_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_written_dt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_written_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_renewed_dt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_renewed_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/insd_loc_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/insd_loc_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/lloyds_risk_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/lloyds_risk_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/org_gsr_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/org_gsr_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/org_ind_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/org_ind_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/org_ind_id_agreement","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/org_ind_id_agreement"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/org_le_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/org_le_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/org_por_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/org_por_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/party_broker_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/party_broker_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/party_insured_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/party_insured_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/party_insurer_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/party_insurer_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/party_underwriter_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/party_underwriter_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/product_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/product_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/prog_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/prog_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/uw_ctry_loc_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/uw_ctry_loc_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_gwp_trans_usd_amt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_gwp_trans_usd_amt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/org_ind_id_insured_industry_grp_parent","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/org_ind_id_insured_industry_grp_parent"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_xl_risk_ind","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_xl_risk_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/dw_batch_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/dw_batch_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/dw_create_dt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/dw_create_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/dw_last_update_dt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/dw_last_update_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/dw_row_update_cnt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/dw_row_update_cnt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_gwp_trans_eur_amt","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_gwp_trans_eur_amt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_deleted_ind","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_deleted_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_new_rnwl_ind","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_new_rnwl_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_new_rnwl_ind_descr","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_new_rnwl_ind_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/plcy_uw_year","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/plcy_uw_year"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/party_underwriter_id_lead","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/party_underwriter_id_lead"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/party_underwriter_id_assistant","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/party_underwriter_id_assistant"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_ff_xle_snapshot_policy/src_sys_id","policy_asset/bv_sz_dw_xle_t_ff_xle_snapshot_policy/src_sys_id"
